case_id,method,case_type,include_score,forbidden_ok,overall_pass,missing_required,forbidden_present,grading_focus,answer
emp_hard_013,empirical_llm_only,negative_control_preservation,0.000,1,False,3 positive typed LEADING_INDICATOR_FOR edges; 4 EvidenceClaims total; negative control not promoted,,typed_edge_count_accuracy; evidence_claim_count_accuracy; false_positive_edge_claims,"The number of positive typed leading-indicator edges cannot be determined from the supplied context. No candidate evidence statuses, thresholds, or KG edge records are provided, and inclusion of a negative control alone does not determine the count."
emp_hard_014,empirical_llm_only,evidence_blurring_score_binding,0.000,1,False,Outpatient ILI activity r=0.958037; wastewater r=0.947016; test positivity r=0.925810; all lag 1 week,,candidate_score_binding_accuracy; lag_accuracy; present_edge_recall,"The supplied context says no candidate-level empirical details are available, so the three positive candidates cannot be summarized without risking score mixing or invention. Their exact names, statuses, lags, scores, paired-week counts, thresholds, and KG edge statuses are not supplied."
emp_hard_015,empirical_llm_only,evidence_blurring_score_binding,0.000,1,False,ILI r=0.958037; wastewater r=0.947016; test positivity r=0.925810,,candidate_score_binding_accuracy,"No score can be assigned to ILI, wastewater, or test positivity from the supplied context. The candidate-specific correlation scores and their supporting lags, paired-week counts, statuses, thresholds, and KG edges are not supplied, so binding any number to a candidate would be invented."
emp_hard_016,empirical_llm_only,evidence_blurring_score_binding,0.000,1,False,Outpatient ILI activity present lag 1; wastewater present lag 1; test positivity present lag 1; negative control missing,,status_accuracy; lag_accuracy; missing_edge_recall,"The supplied context does not identify which candidates had present evidence at lag 1 or which candidate lacked present evidence. Candidate names, exact lags, statuses, scores, paired-week counts, thresholds, and KG edge statuses are not supplied."
emp_hard_017,empirical_llm_only,evidence_blurring_score_binding,0.000,1,False,Negative-control permuted surveillance signal; r=-0.048027; missing; not promoted; no typed LEADING_INDICATOR_FOR edge,,false_positive_edge_claims; graph_behavior_accuracy,"No specific candidate can be excluded from a typed leading-indicator edge using the supplied context. Candidate-level evidence status, score, threshold, lag, paired-week count, and KG edge evidence are absent; edge eligibility therefore cannot be determined."
emp_hard_018,empirical_llm_only,evidence_claim_vs_typed_edge,0.000,1,False,4 EvidenceClaims; 3 typed LEADING_INDICATOR_FOR edges; negative control retained as missing EvidenceClaim only; not all EvidenceClaims become typed edges,,evidence_claim_count_accuracy; typed_edge_count_accuracy; graph_semantics,"Conceptually, an EvidenceClaim records an evaluated evidence assertion, while a typed KG edge represents a relationship that met the graph's promotion criteria. The question states four claims and three edges, implying that one claim was not promoted, but the supplied context does not identify which claim or provide its status, score, threshold, lag, or paired-week count."
emp_hard_019,empirical_llm_only,evidence_claim_vs_typed_edge,0.000,1,False,incorrect; there were 4 EvidenceClaims; only 3 typed LEADING_INDICATOR_FOR edges; negative control was not promoted,,typed_edge_count_accuracy; error_detection,"The statement may conflate EvidenceClaims with promoted typed KG edges, since a recorded claim does not automatically imply an edge. However, the supplied context contains no exact claim count, edge count, promotion status, score, or threshold, so the correct empirical edge count cannot be verified from this row."
emp_hard_020,empirical_llm_only,causal_overclaim_guard,0.667,1,False,model-revision candidate; downstream validation future work,,causal_overclaim_avoidance; interpretation_accuracy,"No. Even if lagged correlations existed, they would be screening evidence, not causal proof that ILI, wastewater, or test positivity caused hospitalizations to rise. The exact empirical lag, score, paired-week count, threshold, and KG edge evidence are not supplied, and downstream validation would still be required."
emp_hard_021,empirical_llm_only,causal_overclaim_guard,0.400,1,False,real surveillance signals; lagged association; small empirical extension,,causal_overclaim_avoidance; thesis_framing,"The empirical influenza extension should be interpreted as a small screening exercise intended to test evidence preservation and identify possible model-revision candidates, not causal discovery or proof of forecasting benefit. Because no exact candidate evidence status, lag, score, paired-week count, threshold, or KG edge status is supplied here, no candidate-specific empirical conclusion can be recovered without retrieval context."
emp_hard_022,empirical_llm_only,pipeline_isolation,0.200,1,False,Outpatient ILI activity; Influenza A wastewater concentration; Influenza test positivity; Negative-control permuted surveillance signal,,pipeline_isolation; candidate_pool_accuracy,"The supplied context does not identify the empirical candidates that should be considered in the empirical_influenza pipeline. Their names and exact evidence status, lag, score, paired-week count, threshold, and KG edge status are not supplied, so a candidate list cannot be reconstructed responsibly."
emp_hard_023,empirical_llm_only,pipeline_isolation,1.000,1,True,,,pipeline_isolation; leakage_detection,No. The answer should remain pipeline-scoped and use only empirical candidates actually supplied for the empirical_influenza condition. The present context supplies no candidate list or exact empirical evidence details.
emp_hard_024,empirical_llm_only,model_revision_recommendation,0.000,1,False,test Outpatient ILI activity first; lag 1 week; r=0.958037; possible model feature; not causal proof; downstream forecast validation needed; negative control not supported,,model_revision_recommendation; causal_overclaim_avoidance; negative_control_handling,"A cautious next step would be a preregistered comparison of the existing model against a version adding one candidate feature, selected only after candidate-specific screening evidence is retrieved. The supplied context provides no exact candidate, evidence status, lag, score, paired-week count, threshold, or KG edge status; held-out forecast validation, temporal robustness, reporting delays, coverage, confounding, and data quality would need evaluation before any benefit or causal interpretation."
emp_hard_001,empirical_text_rag_clean,strongest_candidate_selection,1.000,1,True,,,candidate_accuracy; score_binding_accuracy; causal_overclaim_avoidance; pipeline_isolation,"Outpatient ILI activity has the strongest by score leading-indicator screening evidence for the FluSurv-NET influenza hospitalization rate: status present, lag 1 week, r=0.958037, and 29 paired weeks. It was promoted into a typed LEADING_INDICATOR_FOR edge, but this association is not causal proof and should only motivate possible model-revision testing."
emp_hard_002,empirical_text_rag_clean,strongest_candidate_selection,1.000,1,True,,,model_revision_recommendation; score_binding_accuracy; causal_overclaim_avoidance,"Outpatient ILI activity should be tested first as a possible feature because it has the highest positive lagged correlation: status present, lag 1 week, r=0.958037, with 29 paired weeks and a typed LEADING_INDICATOR_FOR edge. This is screening evidence for a future test, not causal proof, and forecast improvement remains to be validated."
emp_hard_003,empirical_text_rag_clean,strongest_candidate_selection,1.000,1,True,,,ranking_accuracy; score_binding_accuracy; missing_edge_recall,"The ranking is 1. Outpatient ILI activity r=0.958037; 2. Influenza A wastewater concentration r=0.947016; 3. Influenza test positivity r=0.925810; negative control missing r=-0.048027. The first three have present evidence and typed LEADING_INDICATOR_FOR edges at lag 1 week; the negative control has status missing at lag 4 weeks and no typed edge. This is screening evidence, not a causal ranking."
emp_hard_004,empirical_text_rag_clean,candidate_specific_evidence,1.000,1,True,,,status_accuracy; lag_accuracy; score_accuracy; paired_week_accuracy; causal_overclaim_avoidance,"Outpatient ILI activity has status present for the FluSurv-NET influenza hospitalization rate, with lag 1 week, r=0.958037, and paired weeks 29. It was promoted into a typed LEADING_INDICATOR_FOR edge. This is screening evidence for possible model-revision testing, not causal proof."
emp_hard_005,empirical_text_rag_clean,candidate_specific_evidence,1.000,1,True,,,status_accuracy; lag_accuracy; score_accuracy; paired_week_accuracy; causal_overclaim_avoidance,"Influenza A wastewater concentration has status present for the FluSurv-NET influenza hospitalization rate, with lag 1 week, r=0.947016, and paired weeks 26. It was promoted into a typed LEADING_INDICATOR_FOR edge. This is screening evidence for possible model-revision testing, not causal proof."
emp_hard_006,empirical_text_rag_clean,candidate_specific_evidence,1.000,1,True,,,status_accuracy; lag_accuracy; score_accuracy; paired_week_accuracy; causal_overclaim_avoidance,"Influenza test positivity has status present for the FluSurv-NET influenza hospitalization rate, with lag 1 week, r=0.925810, and paired weeks 29. It was promoted into a typed LEADING_INDICATOR_FOR edge. This is screening evidence for possible model-revision testing, not causal proof."
emp_hard_007,empirical_text_rag_clean,pairwise_comparison,1.000,1,True,,,pairwise_ranking_accuracy; score_binding_accuracy; lag_accuracy,"Outpatient ILI activity stronger is the supported comparison: ILI r=0.958037 versus wastewater r=0.947016, both lag 1 week. Both have status present and typed LEADING_INDICATOR_FOR edges; ILI uses 29 paired weeks and wastewater uses 26. These correlations are screening evidence, not causal proof."
emp_hard_008,empirical_text_rag_clean,pairwise_comparison,1.000,1,True,,,pairwise_ranking_accuracy; score_binding_accuracy; causal_overclaim_avoidance,"The evidence ranks wastewater stronger: wastewater r=0.947016 versus test positivity r=0.925810, both lag 1 week. Both have status present and typed LEADING_INDICATOR_FOR edges, with 26 and 29 paired weeks respectively. This is not causal proof, and forecast improvement still requires downstream validation."
emp_hard_009,empirical_text_rag_clean,pairwise_comparison,1.000,1,True,,,pairwise_ranking_accuracy; score_binding_accuracy; paired_week_accuracy,"Outpatient ILI activity stronger is the supported comparison: ILI r=0.958037 versus test positivity r=0.925810, both lag 1 week and paired weeks 29. Both have status present and typed LEADING_INDICATOR_FOR edges. The result is screening evidence for testing, not causal proof."
emp_hard_010,empirical_text_rag_clean,negative_control_preservation,1.000,1,True,,,missing_edge_recall; false_positive_edge_claims; lag_accuracy; score_accuracy,"The Negative-control permuted surveillance signal has status missing: r=-0.048027 at best positive lag 4 weeks with 26 paired weeks. It is retained as an EvidenceClaim only and not promoted into LEADING_INDICATOR_FOR; therefore it does not support a model-revision feature. This is threshold-screening behavior, not causal proof."
emp_hard_011,empirical_text_rag_clean,negative_control_preservation,1.000,1,True,,,missing_edge_recall; score_interpretation; false_positive_edge_claims,"No; its status missing must be preserved even though its best lag 4 weeks is listed. At r=-0.048027 over 26 paired weeks, the score is not supportive, so it was not promoted to a typed KG edge."
emp_hard_012,empirical_text_rag_clean,negative_control_preservation,1.000,1,True,,,negative_control_identification; graph_behavior_accuracy,"The Negative-control permuted surveillance signal was included to test missing-evidence preservation. It was retained as EvidenceClaim with missing evidence, r=-0.048027 at lag 4 weeks over 26 paired weeks, but it was not promoted into typed KG edge. It is not a real epidemiological driver."
emp_hard_013,empirical_text_rag_clean,negative_control_preservation,1.000,1,True,,,typed_edge_count_accuracy; evidence_claim_count_accuracy; false_positive_edge_claims,There should be 3 positive typed LEADING_INDICATOR_FOR edges and 4 EvidenceClaims total. The negative control not promoted result preserves its missing status rather than turning it into a typed edge.
emp_hard_014,empirical_text_rag_clean,evidence_blurring_score_binding,1.000,1,True,,,candidate_score_binding_accuracy; lag_accuracy; present_edge_recall,"The three present typed-edge results are Outpatient ILI activity r=0.958037, wastewater r=0.947016, and test positivity r=0.925810; all lag 1 week. Their paired-week counts are 29, 26, and 29 respectively. These are screening associations for possible testing, not causal proof."
emp_hard_015,empirical_text_rag_clean,evidence_blurring_score_binding,1.000,1,True,,,candidate_score_binding_accuracy,"The score binding is ILI r=0.958037, wastewater r=0.947016, and test positivity r=0.925810. Each has status present at lag 1 week and a typed LEADING_INDICATOR_FOR edge, with paired-week counts of 29, 26, and 29 respectively."
emp_hard_016,empirical_text_rag_clean,evidence_blurring_score_binding,1.000,1,True,,,status_accuracy; lag_accuracy; missing_edge_recall,"The present evidence is Outpatient ILI activity present lag 1, wastewater present lag 1, and test positivity present lag 1; each received a typed LEADING_INDICATOR_FOR edge. The negative control missing result is at lag 4 weeks with r=-0.048027 and was retained only as a missing EvidenceClaim."
emp_hard_017,empirical_text_rag_clean,evidence_blurring_score_binding,1.000,1,True,,,false_positive_edge_claims; graph_behavior_accuracy,"The Negative-control permuted surveillance signal should not receive a typed edge because its evidence status is missing, with r=-0.048027 at lag 4 weeks over 26 paired weeks. It was not promoted, so there is no typed LEADING_INDICATOR_FOR edge for it."
emp_hard_018,empirical_text_rag_clean,evidence_claim_vs_typed_edge,1.000,1,True,,,evidence_claim_count_accuracy; typed_edge_count_accuracy; graph_semantics,"The record contains 4 EvidenceClaims but only 3 typed LEADING_INDICATOR_FOR edges, corresponding to the three status-present candidates. The negative control retained as missing EvidenceClaim only, with r=-0.048027 at lag 4 weeks, and was not promoted. Thus, not all EvidenceClaims become typed edges."
emp_hard_019,empirical_text_rag_clean,evidence_claim_vs_typed_edge,1.000,1,True,,,typed_edge_count_accuracy; error_detection,"That answer is incorrect: there were 4 EvidenceClaims, but only 3 typed LEADING_INDICATOR_FOR edges. The negative control was not promoted because its status was missing, so its claim does not create a fourth typed edge."
emp_hard_020,empirical_text_rag_clean,causal_overclaim_guard,1.000,1,True,,,causal_overclaim_avoidance; interpretation_accuracy,"No. The results are lagged correlation screening evidence, not causal proof that any signal caused the hospitalization target to rise. Each positive signal may be treated as a model-revision candidate, but downstream validation future work must test whether it improves forecasts."
emp_hard_021,empirical_text_rag_clean,causal_overclaim_guard,1.000,1,True,,,causal_overclaim_avoidance; thesis_framing,"This small empirical extension uses real surveillance signals to test evidence preservation: three status-present candidates show a one-week lagged association with the hospitalization target, while a negative control remains a missing claim without a typed edge. The results support cautious screening for possible model-revision tests, not causal discovery, and any forecasting benefit requires downstream validation."
emp_hard_022,empirical_text_rag_clean,pipeline_isolation,1.000,1,True,,,pipeline_isolation; candidate_pool_accuracy,"Within empirical_influenza, the candidates are Outpatient ILI activity, Influenza A wastewater concentration, Influenza test positivity, and the Negative-control permuted surveillance signal. The first three have present LEADING_INDICATOR_FOR evidence; the negative control has missing evidence and no typed edge. Only these empirical candidates belong in this pipeline-scoped answer."
emp_hard_023,empirical_text_rag_clean,pipeline_isolation,1.000,1,True,,,pipeline_isolation; leakage_detection,No. The answer must remain pipeline-scoped to empirical_influenza and use only empirical candidates supplied in its context. Controlled fixture candidates should not be imported.
emp_hard_024,empirical_text_rag_clean,model_revision_recommendation,1.000,1,True,,,model_revision_recommendation; causal_overclaim_avoidance; negative_control_handling,"A cautious next step is to test Outpatient ILI activity first, using its status-present lag 1 week result of r=0.958037 over 29 paired weeks as a possible model feature. This is screening evidence, not causal proof; downstream forecast validation needed before claiming benefit, with source coverage, reporting lag, normalization, aggregation, lag-window, threshold, and data-quality limitations assessed. The negative control not supported result should remain excluded as a feature."
emp_hard_001,empirical_text_rag_blended,strongest_candidate_selection,1.000,1,True,,,candidate_accuracy; score_binding_accuracy; causal_overclaim_avoidance; pipeline_isolation,"Outpatient ILI activity has the strongest by score leading-indicator screening evidence for the FluSurv-NET influenza hospitalization rate: status present, lag 1 week, r=0.958037, and 29 paired weeks. It has a typed LEADING_INDICATOR_FOR edge, but this association is not causal proof and should only motivate possible model-revision testing."
emp_hard_002,empirical_text_rag_blended,strongest_candidate_selection,1.000,1,True,,,model_revision_recommendation; score_binding_accuracy; causal_overclaim_avoidance,"Outpatient ILI activity should be tested first as a possible feature because it has the highest positive lagged correlation: status present, lag 1 week, r=0.958037, with 29 paired weeks and a typed LEADING_INDICATOR_FOR edge. This is screening evidence for a future test, not causal proof, and forecast improvement remains to be validated."
emp_hard_003,empirical_text_rag_blended,strongest_candidate_selection,1.000,1,True,,,ranking_accuracy; score_binding_accuracy; missing_edge_recall,"The ranking is 1. Outpatient ILI activity r=0.958037; 2. Influenza A wastewater concentration r=0.947016; 3. Influenza test positivity r=0.925810; negative control missing r=-0.048027. The first three have present evidence and typed LEADING_INDICATOR_FOR edges at lag 1 week; the negative control has status missing at lag 4 weeks and no typed edge. This is screening evidence, not a causal ranking."
emp_hard_004,empirical_text_rag_blended,candidate_specific_evidence,1.000,1,True,,,status_accuracy; lag_accuracy; score_accuracy; paired_week_accuracy; causal_overclaim_avoidance,"Outpatient ILI activity has status present for the FluSurv-NET influenza hospitalization rate, with lag 1 week, r=0.958037, and paired weeks 29. It has a typed LEADING_INDICATOR_FOR edge. This is screening evidence for possible model-revision testing, not causal proof."
emp_hard_005,empirical_text_rag_blended,candidate_specific_evidence,1.000,1,True,,,status_accuracy; lag_accuracy; score_accuracy; paired_week_accuracy; causal_overclaim_avoidance,"Influenza A wastewater concentration has status present for the FluSurv-NET influenza hospitalization rate, with lag 1 week, r=0.947016, and paired weeks 26. It has a typed LEADING_INDICATOR_FOR edge. This is screening evidence for possible model-revision testing, not causal proof."
emp_hard_006,empirical_text_rag_blended,candidate_specific_evidence,1.000,1,True,,,status_accuracy; lag_accuracy; score_accuracy; paired_week_accuracy; causal_overclaim_avoidance,"Influenza test positivity has status present for the FluSurv-NET influenza hospitalization rate, with lag 1 week, r=0.925810, and paired weeks 29. It has a typed LEADING_INDICATOR_FOR edge. This is screening evidence for possible model-revision testing, not causal proof."
emp_hard_007,empirical_text_rag_blended,pairwise_comparison,1.000,1,True,,,pairwise_ranking_accuracy; score_binding_accuracy; lag_accuracy,"Outpatient ILI activity stronger is the supported comparison: ILI r=0.958037 versus wastewater r=0.947016, both lag 1 week. Both have status present and typed LEADING_INDICATOR_FOR edges; ILI uses 29 paired weeks and wastewater uses 26. These correlations are screening evidence, not causal proof."
emp_hard_008,empirical_text_rag_blended,pairwise_comparison,1.000,1,True,,,pairwise_ranking_accuracy; score_binding_accuracy; causal_overclaim_avoidance,"The evidence ranks wastewater stronger: wastewater r=0.947016 versus test positivity r=0.925810, both lag 1 week. Both have status present and typed LEADING_INDICATOR_FOR edges, with 26 and 29 paired weeks respectively. This is not causal proof, and forecast improvement still requires downstream validation."
emp_hard_009,empirical_text_rag_blended,pairwise_comparison,1.000,1,True,,,pairwise_ranking_accuracy; score_binding_accuracy; paired_week_accuracy,"Outpatient ILI activity stronger is the supported comparison: ILI r=0.958037 versus test positivity r=0.925810, both lag 1 week and paired weeks 29. Both have status present and typed LEADING_INDICATOR_FOR edges. The result is screening evidence for testing, not causal proof."
emp_hard_010,empirical_text_rag_blended,negative_control_preservation,1.000,1,True,,,missing_edge_recall; false_positive_edge_claims; lag_accuracy; score_accuracy,"The Negative-control permuted surveillance signal has status missing: r=-0.048027 at best positive lag 4 weeks with 26 paired weeks. It is retained as an EvidenceClaim only and not promoted into LEADING_INDICATOR_FOR; therefore it does not support a model-revision feature. This is threshold-screening behavior, not causal proof."
emp_hard_011,empirical_text_rag_blended,negative_control_preservation,1.000,1,True,,,missing_edge_recall; score_interpretation; false_positive_edge_claims,"No; its status missing must be preserved even though its best lag 4 weeks is listed. At r=-0.048027 over 26 paired weeks, the score is not supportive, so it was not promoted to a typed KG edge."
emp_hard_012,empirical_text_rag_blended,negative_control_preservation,1.000,1,True,,,negative_control_identification; graph_behavior_accuracy,"The Negative-control permuted surveillance signal was included to test missing-evidence preservation. It was retained as EvidenceClaim with missing evidence, r=-0.048027 at lag 4 weeks over 26 paired weeks, but it was not promoted into typed KG edge. It is not a real epidemiological driver."
emp_hard_013,empirical_text_rag_blended,negative_control_preservation,1.000,1,True,,,typed_edge_count_accuracy; evidence_claim_count_accuracy; false_positive_edge_claims,There should be 3 positive typed LEADING_INDICATOR_FOR edges and 4 EvidenceClaims total. The negative control not promoted result preserves its missing status rather than turning it into a typed edge.
emp_hard_014,empirical_text_rag_blended,evidence_blurring_score_binding,1.000,1,True,,,candidate_score_binding_accuracy; lag_accuracy; present_edge_recall,"The three present typed-edge results are Outpatient ILI activity r=0.958037, wastewater r=0.947016, and test positivity r=0.925810; all lag 1 week. Their paired-week counts are 29, 26, and 29 respectively. These are screening associations for possible testing, not causal proof."
emp_hard_015,empirical_text_rag_blended,evidence_blurring_score_binding,1.000,1,True,,,candidate_score_binding_accuracy,"The score binding is ILI r=0.958037, wastewater r=0.947016, and test positivity r=0.925810. Each has status present at lag 1 week and a typed LEADING_INDICATOR_FOR edge, with paired-week counts of 29, 26, and 29 respectively."
emp_hard_016,empirical_text_rag_blended,evidence_blurring_score_binding,1.000,1,True,,,status_accuracy; lag_accuracy; missing_edge_recall,"The present evidence is Outpatient ILI activity present lag 1, wastewater present lag 1, and test positivity present lag 1; each received a typed LEADING_INDICATOR_FOR edge. The negative control missing result is at lag 4 weeks with r=-0.048027 and was retained only as a missing EvidenceClaim."
emp_hard_017,empirical_text_rag_blended,evidence_blurring_score_binding,1.000,1,True,,,false_positive_edge_claims; graph_behavior_accuracy,"The Negative-control permuted surveillance signal should not receive a typed edge because its evidence status is missing, with r=-0.048027 at lag 4 weeks over 26 paired weeks. It was not promoted, so there is no typed LEADING_INDICATOR_FOR edge for it."
emp_hard_018,empirical_text_rag_blended,evidence_claim_vs_typed_edge,1.000,1,True,,,evidence_claim_count_accuracy; typed_edge_count_accuracy; graph_semantics,"The record contains 4 EvidenceClaims but only 3 typed LEADING_INDICATOR_FOR edges, corresponding to the three status-present candidates. The negative control retained as missing EvidenceClaim only, with r=-0.048027 at lag 4 weeks, and was not promoted. Thus, not all EvidenceClaims become typed edges."
emp_hard_019,empirical_text_rag_blended,evidence_claim_vs_typed_edge,1.000,1,True,,,typed_edge_count_accuracy; error_detection,"That answer is incorrect: there were 4 EvidenceClaims, but only 3 typed LEADING_INDICATOR_FOR edges. The negative control was not promoted because its status was missing, so its claim does not create a fourth typed edge."
emp_hard_020,empirical_text_rag_blended,causal_overclaim_guard,1.000,1,True,,,causal_overclaim_avoidance; interpretation_accuracy,"No. The results are lagged correlation screening evidence, not causal proof that any signal caused the hospitalization target to rise. Each positive signal may be treated as a model-revision candidate, but downstream validation future work must test whether it improves forecasts."
emp_hard_021,empirical_text_rag_blended,causal_overclaim_guard,1.000,1,True,,,causal_overclaim_avoidance; thesis_framing,"This small empirical extension uses real surveillance signals to test evidence preservation: three status-present candidates show a one-week lagged association with the hospitalization target, while a negative control remains a missing claim without a typed edge. The results support cautious screening for possible model-revision tests, not causal discovery, and any forecasting benefit requires downstream validation."
emp_hard_022,empirical_text_rag_blended,pipeline_isolation,1.000,1,True,,,pipeline_isolation; candidate_pool_accuracy,"Within empirical_influenza, the candidates are Outpatient ILI activity, Influenza A wastewater concentration, Influenza test positivity, and the Negative-control permuted surveillance signal. The first three have present LEADING_INDICATOR_FOR evidence; the negative control has missing evidence and no typed edge. Only these empirical candidates belong in this pipeline-scoped answer."
emp_hard_023,empirical_text_rag_blended,pipeline_isolation,1.000,1,True,,,pipeline_isolation; leakage_detection,No. The answer must remain pipeline-scoped to empirical_influenza and use only empirical candidates supplied in its context. Controlled fixture candidates should not be imported.
emp_hard_024,empirical_text_rag_blended,model_revision_recommendation,1.000,1,True,,,model_revision_recommendation; causal_overclaim_avoidance; negative_control_handling,"A cautious next step is to test Outpatient ILI activity first, using its status-present lag 1 week result of r=0.958037 over 29 paired weeks as a possible model feature. This is screening evidence, not causal proof; downstream forecast validation needed before claiming benefit, with weekly normalization, coverage and overlap audits, lagged Pearson scanning, and data-quality limitations assessed. The negative control not supported result should remain excluded as a feature."
emp_hard_001,empirical_graphrag_context,strongest_candidate_selection,1.000,1,True,,,candidate_accuracy; score_binding_accuracy; causal_overclaim_avoidance; pipeline_isolation,"Outpatient ILI activity has the strongest by score leading-indicator screening evidence for the FluSurv-NET influenza hospitalization rate: status present, lag 1 week, r=0.958037, and 29 paired weeks. Its LEADING_INDICATOR_FOR KG edge is present, but this association is not causal proof and should only motivate possible model-revision testing."
