case_id,method,case_type,include_score,forbidden_ok,overall_pass,missing_required_terms,forbidden_terms_present,answer_length_chars,answer
adv_bind_011,adversarial_text_rag_overloaded,model_revision_guard,1.000,1,1,[],[],258,"Negative-control permuted surveillance signal should be excluded from model revision despite its listed best lag. It has status missing, lag 4 weeks, r=-0.048027, and 26 paired weeks; it remains an EvidenceClaim only with no typed LEADING_INDICATOR_FOR edge."
adv_bind_012,adversarial_text_rag_overloaded,edge_status_binding,1.000,1,1,[],[],370,"The typed LEADING_INDICATOR_FOR edges belong to Outpatient ILI activity (status present, lag 1 week, r=0.958037, 29 paired weeks), Influenza A wastewater concentration (status present, lag 1 week, r=0.947016, 26 paired weeks), and Influenza test positivity (status present, lag 1 week, r=0.925810, 29 paired weeks). These are the three supported screening relationships."
adv_bind_013,adversarial_text_rag_overloaded,pairwise_score_binding,1.000,1,1,[],[],258,"Outpatient ILI activity is stronger by score: status present, lag 1 week, r=0.958037, 29 paired weeks, and a typed LEADING_INDICATOR_FOR edge. Influenza A wastewater concentration has status present, lag 1 week, r=0.947016, 26 paired weeks, and a typed edge."
adv_bind_014,adversarial_text_rag_overloaded,pairwise_score_binding,1.000,1,1,[],[],260,"Influenza A wastewater concentration is stronger by score: status present, lag 1 week, r=0.947016, 26 paired weeks, and a typed LEADING_INDICATOR_FOR edge. Influenza test positivity has status present, lag 1 week, r=0.925810, 29 paired weeks, and a typed edge."
adv_bind_015,adversarial_text_rag_overloaded,pairwise_score_binding,1.000,1,1,[],[],247,"Outpatient ILI activity is stronger by score: status present, lag 1 week, r=0.958037, 29 paired weeks, and a typed LEADING_INDICATOR_FOR edge. Influenza test positivity has status present, lag 1 week, r=0.925810, 29 paired weeks, and a typed edge."
adv_bind_016,adversarial_text_rag_overloaded,paired_week_binding,1.000,1,1,[],[],202,"Outpatient ILI activity and Influenza test positivity each have 29 paired weeks. Both have status present, lag 1 week, and typed LEADING_INDICATOR_FOR edges, with r=0.958037 and r=0.925810 respectively."
adv_bind_017,adversarial_text_rag_overloaded,paired_week_binding,1.000,1,1,[],[],294,"Influenza A wastewater concentration and Negative-control permuted surveillance signal each have 26 paired weeks. Wastewater has status present, lag 1 week, r=0.947016, and a typed LEADING_INDICATOR_FOR edge; the negative control has status missing, lag 4 weeks, r=-0.048027, and no typed edge."
adv_bind_018,adversarial_text_rag_overloaded,lag_binding,1.000,1,1,[],[],360,"The supported candidates with lag 1 week are Outpatient ILI activity (status present, r=0.958037, 29 paired weeks), Influenza A wastewater concentration (status present, r=0.947016, 26 paired weeks), and Influenza test positivity (status present, r=0.925810, 29 paired weeks). Each has a typed LEADING_INDICATOR_FOR edge, and each result is screening evidence."
adv_bind_019,adversarial_text_rag_overloaded,lag_binding,1.000,1,1,[],[],253,"Negative-control permuted surveillance signal has status missing, lag 4 weeks, r=-0.048027, and 26 paired weeks. A listed best lag alone does not establish support, so it was retained as an EvidenceClaim only and has no typed LEADING_INDICATOR_FOR edge."
adv_bind_020,adversarial_text_rag_overloaded,causal_overclaim_guard,1.000,1,1,[],[],210,"No. The lagged correlations are screening evidence, not causal proof. The supported signals may motivate model-revision testing, but downstream validation is still required before claiming forecast improvement."
adv_bind_001,adversarial_text_rag_retrieval_limited,score_binding,0.250,1,0,"[""Outpatient ILI activity"", ""lag 1 week"", ""typed LEADING_INDICATOR_FOR edge""]",[],182,"The exact candidate-to-r=0.958037 binding is not available from the retrieved text. Its candidate-specific lag and typed-edge status are also unavailable, so they cannot be inferred."
adv_bind_002,adversarial_text_rag_retrieval_limited,score_binding,0.333,1,0,"[""Influenza A wastewater concentration"", ""26 paired weeks""]",[],168,The exact candidate-to-r=0.947016 binding is not available from the retrieved text. The associated paired-week count is likewise unavailable and should not be invented.
adv_bind_003,adversarial_text_rag_retrieval_limited,score_binding,0.333,1,0,"[""Influenza test positivity"", ""typed LEADING_INDICATOR_FOR edge""]",[],170,The exact candidate-to-r=0.925810 binding is not available from the retrieved text. The candidate's evidence and typed-edge status are also not preserved in this snippet.
adv_bind_004,adversarial_text_rag_retrieval_limited,negative_control_guard,0.250,1,0,"[""Negative-control permuted surveillance signal"", ""not promoted"", ""no typed LEADING_INDICATOR_FOR edge""]",[],259,"The snippet says a negative control was included, but it does not bind r=-0.048027 to a named candidate or provide its exact lag, paired-week count, evidence status, or edge status. Therefore the retrieved text does not support promoting it into a typed edge."
adv_bind_005,adversarial_text_rag_retrieval_limited,ranking_binding,0.000,1,0,"[""Outpatient ILI activity"", ""r=0.958037"", ""Influenza A wastewater concentration"", ""r=0.947016"", ""Influenza test positivity"", ""r=0.925810""]",[],218,"The retrieved text says three empirical candidates were supported and one negative control was not, but it omits the ordered score table. The candidates cannot be ranked by score without inventing the missing bindings."
adv_bind_006,adversarial_text_rag_retrieval_limited,claim_vs_edge_count,0.000,1,0,"[""4 EvidenceClaims"", ""3 typed LEADING_INDICATOR_FOR edges""]",[],227,The exact EvidenceClaim count and typed LEADING_INDICATOR_FOR edge count are not available from the retrieved text. It only establishes that claims and typed edges are different objects and that some claims may not be promoted.
adv_bind_007,adversarial_text_rag_retrieval_limited,claim_vs_edge_count,0.250,1,0,"[""Negative-control permuted surveillance signal"", ""missing"", ""not promoted""]",[],212,"EvidenceClaims can record evaluated assertions that do not satisfy promotion into typed KG edges, so the counts may differ. The retrieved text does not provide either exact count or identify the unpromoted claim."
adv_bind_008,adversarial_text_rag_retrieval_limited,pipeline_isolation,0.750,1,0,"[""controlled-fixture distractor""]",[],205,No. Chile Influenza Activity belongs to a controlled fixture scenario and should not be imported into the empirical_influenza answer. The retrieved text does not provide the full empirical candidate table.
adv_bind_009,adversarial_text_rag_retrieval_limited,pipeline_isolation,0.000,1,0,"[""Outpatient ILI activity"", ""Influenza A wastewater concentration"", ""Influenza test positivity"", ""Negative-control permuted surveillance signal""]",[],228,"The retrieved text does not provide the full empirical_influenza candidate table, so an exact candidate list cannot be given. Controlled-fixture distractors should remain excluded rather than being used to fill the missing list."
adv_bind_010,adversarial_text_rag_retrieval_limited,model_revision_guard,0.125,1,0,"[""Outpatient ILI activity"", ""present"", ""lag 1 week"", ""r=0.958037"", ""29 paired weeks"", ""typed LEADING_INDICATOR_FOR edge"", ""not causal proof""]",[],323,"The retrieved text does not identify a supported candidate or provide its exact score, lag, paired-week count, evidence status, or edge status, so one candidate cannot be recommended responsibly. Any future model-revision test should use retrieved screening evidence and require downstream validation without causal claims."
adv_bind_011,adversarial_text_rag_retrieval_limited,model_revision_guard,0.000,1,0,"[""Negative-control permuted surveillance signal"", ""excluded"", ""missing"", ""r=-0.048027"", ""lag 4 weeks"", ""no typed LEADING_INDICATOR_FOR edge""]",[],224,"The candidate to exclude cannot be identified from the retrieved text. It provides no candidate-specific best lag, score, paired-week count, support status, or edge status, and a listed lag alone would not establish support."
adv_bind_012,adversarial_text_rag_retrieval_limited,edge_status_binding,0.000,1,0,"[""Outpatient ILI activity"", ""Influenza A wastewater concentration"", ""Influenza test positivity"", ""typed LEADING_INDICATOR_FOR edge""]",[],210,The three promoted candidates cannot be named from this retrieved snippet. It states only that some candidates received typed leading-indicator edges while another did not; exact edge membership is unavailable.
adv_bind_013,adversarial_text_rag_retrieval_limited,pairwise_score_binding,0.600,1,0,"[""r=0.958037"", ""r=0.947016""]",[],244,"The retrieved text does not establish whether Outpatient ILI activity or Influenza A wastewater concentration is stronger. Both are described as plausible signals, but their exact scores and candidate-specific evidence bindings are unavailable."
adv_bind_014,adversarial_text_rag_retrieval_limited,pairwise_score_binding,0.600,1,0,"[""r=0.947016"", ""r=0.925810""]",[],246,"The retrieved text does not establish whether Influenza A wastewater concentration or Influenza test positivity is stronger. Both are described as plausible signals, but their exact scores and candidate-specific evidence bindings are unavailable."
adv_bind_015,adversarial_text_rag_retrieval_limited,pairwise_score_binding,0.600,1,0,"[""r=0.958037"", ""r=0.925810""]",[],233,"The retrieved text does not establish whether Outpatient ILI activity or Influenza test positivity is stronger. Both are described as plausible signals, but their exact scores and candidate-specific evidence bindings are unavailable."
adv_bind_016,adversarial_text_rag_retrieval_limited,paired_week_binding,0.333,1,0,"[""Outpatient ILI activity"", ""Influenza test positivity""]",[],181,"The retrieved text does not identify which candidates have 29 paired weeks. It says paired-week counts differed after alignment, but the candidate-to-count bindings are unavailable."
adv_bind_017,adversarial_text_rag_retrieval_limited,paired_week_binding,0.333,1,0,"[""Influenza A wastewater concentration"", ""Negative-control permuted surveillance signal""]",[],181,"The retrieved text does not identify which candidates have 26 paired weeks. It says paired-week counts differed after alignment, but the candidate-to-count bindings are unavailable."
adv_bind_018,adversarial_text_rag_retrieval_limited,lag_binding,0.250,1,0,"[""Outpatient ILI activity"", ""Influenza A wastewater concentration"", ""Influenza test positivity""]",[],187,"The retrieved text does not identify which supported candidates have lag 1 week. Candidate-specific lags and support statuses are not preserved, so the membership cannot be reconstructed."
adv_bind_019,adversarial_text_rag_retrieval_limited,lag_binding,0.200,1,0,"[""Negative-control permuted surveillance signal"", ""missing"", ""r=-0.048027"", ""no typed LEADING_INDICATOR_FOR edge""]",[],203,The retrieved text does not identify which candidate has lag 4 weeks or give its support and edge status. A recorded lag by itself would not justify a typed edge; candidate-specific evidence is required.
adv_bind_020,adversarial_text_rag_retrieval_limited,causal_overclaim_guard,1.000,1,1,[],[],166,"No. The retrieved text explicitly frames lagged correlations as screening evidence, not causal proof. It also states that forecast improvement has not been validated."
adv_bind_001,adversarial_graphrag_context,score_binding,1.000,1,1,[],[],186,"Outpatient ILI activity has evidence status present, lag 1 week, r=0.958037, and 29 paired weeks. It has a typed LEADING_INDICATOR_FOR edge; this is screening evidence, not causal proof."
adv_bind_002,adversarial_graphrag_context,score_binding,1.000,1,1,[],[],186,"Influenza A wastewater concentration has evidence status present, lag 1 week, r=0.947016, and 26 paired weeks. It has a typed LEADING_INDICATOR_FOR edge; this remains screening evidence."
adv_bind_003,adversarial_graphrag_context,score_binding,1.000,1,1,[],[],204,"Influenza test positivity has evidence status present, lag 1 week, r=0.925810, and 29 paired weeks. It has a typed LEADING_INDICATOR_FOR edge, without implying causality or validated forecast improvement."
adv_bind_004,adversarial_graphrag_context,negative_control_guard,1.000,1,1,[],[],186,"Negative-control permuted surveillance signal has evidence status missing, lag 4 weeks, r=-0.048027, and 26 paired weeks. It was not promoted and has no typed LEADING_INDICATOR_FOR edge."
adv_bind_005,adversarial_graphrag_context,ranking_binding,1.000,1,1,[],[],407,"The supported ranking is 1. Outpatient ILI activity: status present, lag 1 week, r=0.958037, 29 paired weeks, typed LEADING_INDICATOR_FOR edge; 2. Influenza A wastewater concentration: status present, lag 1 week, r=0.947016, 26 paired weeks, typed edge; 3. Influenza test positivity: status present, lag 1 week, r=0.925810, 29 paired weeks, typed edge. These scores are screening evidence, not causal proof."
adv_bind_006,adversarial_graphrag_context,claim_vs_edge_count,1.000,1,1,[],[],215,"There are 4 EvidenceClaims and 3 typed LEADING_INDICATOR_FOR edges. The three status-present candidates have typed edges, while the Negative-control permuted surveillance signal has status missing and no typed edge."
adv_bind_007,adversarial_graphrag_context,claim_vs_edge_count,1.000,1,1,[],[],319,"The counts differ because all four evaluations exist as EvidenceClaims, but only the three status-present candidates have typed LEADING_INDICATOR_FOR edges. The Negative-control permuted surveillance signal has status missing, lag 4 weeks, r=-0.048027, and 26 paired weeks, so it was not promoted and has no typed edge."
adv_bind_008,adversarial_graphrag_context,pipeline_isolation,1.000,1,1,[],[],142,No. Chile Influenza Activity is listed as a controlled-fixture distractor to exclude and is not part of the empirical_influenza candidate set.
adv_bind_009,adversarial_graphrag_context,pipeline_isolation,1.000,1,1,[],[],336,"The empirical_influenza candidates are only Outpatient ILI activity, Influenza A wastewater concentration, Influenza test positivity, and Negative-control permuted surveillance signal. The first three have evidence status present and typed LEADING_INDICATOR_FOR edges; the negative control has evidence status missing and no typed edge."
adv_bind_010,adversarial_graphrag_context,model_revision_guard,1.000,1,1,[],[],314,"Outpatient ILI activity is the strongest candidate for a cautious model-revision test: evidence status present, lag 1 week, r=0.958037, 29 paired weeks, and a typed LEADING_INDICATOR_FOR edge. This is screening evidence, not causal proof, and downstream validation is required before claiming forecast improvement."
adv_bind_011,adversarial_graphrag_context,model_revision_guard,1.000,1,1,[],[],257,"Negative-control permuted surveillance signal should be excluded from model revision despite its listed best lag. It has evidence status missing, lag 4 weeks, r=-0.048027, and 26 paired weeks; it was not promoted and has no typed LEADING_INDICATOR_FOR edge."
adv_bind_012,adversarial_graphrag_context,edge_status_binding,1.000,1,1,[],[],370,"The typed LEADING_INDICATOR_FOR edges belong to Outpatient ILI activity (status present, lag 1 week, r=0.958037, 29 paired weeks), Influenza A wastewater concentration (status present, lag 1 week, r=0.947016, 26 paired weeks), and Influenza test positivity (status present, lag 1 week, r=0.925810, 29 paired weeks). These are the three supported screening relationships."
adv_bind_013,adversarial_graphrag_context,pairwise_score_binding,1.000,1,1,[],[],276,"Outpatient ILI activity is stronger by score: evidence status present, lag 1 week, r=0.958037, 29 paired weeks, and a typed LEADING_INDICATOR_FOR edge. Influenza A wastewater concentration has evidence status present, lag 1 week, r=0.947016, 26 paired weeks, and a typed edge."
adv_bind_014,adversarial_graphrag_context,pairwise_score_binding,1.000,1,1,[],[],278,"Influenza A wastewater concentration is stronger by score: evidence status present, lag 1 week, r=0.947016, 26 paired weeks, and a typed LEADING_INDICATOR_FOR edge. Influenza test positivity has evidence status present, lag 1 week, r=0.925810, 29 paired weeks, and a typed edge."
adv_bind_015,adversarial_graphrag_context,pairwise_score_binding,1.000,1,1,[],[],265,"Outpatient ILI activity is stronger by score: evidence status present, lag 1 week, r=0.958037, 29 paired weeks, and a typed LEADING_INDICATOR_FOR edge. Influenza test positivity has evidence status present, lag 1 week, r=0.925810, 29 paired weeks, and a typed edge."
adv_bind_016,adversarial_graphrag_context,paired_week_binding,1.000,1,1,[],[],211,"Outpatient ILI activity and Influenza test positivity each have 29 paired weeks. Both have evidence status present, lag 1 week, and typed LEADING_INDICATOR_FOR edges, with r=0.958037 and r=0.925810 respectively."
adv_bind_017,adversarial_graphrag_context,paired_week_binding,1.000,1,1,[],[],312,"Influenza A wastewater concentration and Negative-control permuted surveillance signal each have 26 paired weeks. Wastewater has evidence status present, lag 1 week, r=0.947016, and a typed LEADING_INDICATOR_FOR edge; the negative control has evidence status missing, lag 4 weeks, r=-0.048027, and no typed edge."
adv_bind_018,adversarial_graphrag_context,lag_binding,1.000,1,1,[],[],360,"The supported candidates with lag 1 week are Outpatient ILI activity (status present, r=0.958037, 29 paired weeks), Influenza A wastewater concentration (status present, r=0.947016, 26 paired weeks), and Influenza test positivity (status present, r=0.925810, 29 paired weeks). Each has a typed LEADING_INDICATOR_FOR edge, and each result is screening evidence."
adv_bind_019,adversarial_graphrag_context,lag_binding,1.000,1,1,[],[],241,"Negative-control permuted surveillance signal has evidence status missing, lag 4 weeks, r=-0.048027, and 26 paired weeks. A listed best lag alone does not establish support, so it was not promoted and has no typed LEADING_INDICATOR_FOR edge."
adv_bind_020,adversarial_graphrag_context,causal_overclaim_guard,1.000,1,1,[],[],210,"No. The lagged correlations are screening evidence, not causal proof. The supported signals may motivate model-revision testing, but downstream validation is still required before claiming forecast improvement."
